Centroid Distance (Euclidean),Centroid Distance (Cosine),Avg Cosine Similarity (Novice),Avg Cosine Similarity (Expert),Avg Dist to Centroid (Novice),Avg Dist to Centroid (Expert),Convex Hull Area (Novice),Convex Hull Area (Expert)
0.36880168318748474,0.24138689041137695,0.2637218236923218,0.24338564276695251,0.8399891257286072,0.84886634349823,0.7051195308337596,0.6332010598943134
0.4042303264141083,0.19506937265396118,0.35001686215400696,0.41172412037849426,0.7795981764793396,0.7370927333831787,0.5488518812689487,0.748831657744688
0.3861566483974457,0.23488950729370117,0.3026960492134094,0.27331602573394775,0.8138926029205322,0.8295392990112305,0.7327186859870292,0.6943100993841252
0.30731073021888733,0.17948287725448608,0.22652319073677063,0.2301052361726761,0.8531224131584167,0.8559638857841492,0.695230766678128,0.5450499428662349
